Date,Campaign Name,Spend,7 Day Total Sales,Clicks,Impressions
"Dec 02, 2025",Coffee - Broad,$40.41,$83.08,44,"1,795"
"Dec 02, 2025",Catalog - Auto,$158.86,$226.04,162,"9,603"
"Dec 03, 2025",Skillets - Exact,$129.56,$304.77,171,"5,521"
"Dec 03, 2025",Skillets - Broad,$76.38,$236.47,97,"3,235"
"Dec 03, 2025",Knives - Exact,$91.14,$397.55,87,"4,014"
"Dec 03, 2025",Knives - Broad,$63.80,$208.30,72,"3,183"
"Dec 03, 2025",Boards - Exact,$41.51,$178.72,48,"1,755"
"Dec 03, 2025",Coffee - Exact,$39.09,$212.12,53,"2,848"
"Dec 03, 2025",Coffee - Broad,$36.09,$129.74,46,"1,754"
"Dec 03, 2025",Catalog - Auto,$114.85,$284.14,168,"9,592"
"Dec 04, 2025",Skillets - Exact,$163.36,$583.31,282,"9,080"
"Dec 04, 2025",Skillets - Broad,$67.06,$187.01,99,"5,240"
"Dec 04, 2025",Knives - Exact,$72.92,$340.06,127,"5,357"
"Dec 04, 2025",Knives - Broad,$37.97,$70.60,62,"2,126"
"Dec 04, 2025",Boards - Exact,$44.81,$127.33,54,"3,109"
"Dec 04, 2025",Coffee - Exact,$43.89,$149.97,40,"1,203"
"Dec 04, 2025",Coffee - Broad,$42.00,$91.58,50,"2,875"
"Dec 04, 2025",Catalog - Auto,$126.80,$177.25,181,"8,884"
"Dec 05, 2025",Skillets - Exact,$85.48,$426.43,90,"4,375"
"Dec 05, 2025",Skillets - Broad,$68.97,$155.09,86,"2,425"
"Dec 05, 2025",Knives - Exact,$72.88,$232.23,122,"4,492"
"Dec 05, 2025",Knives - Broad,$58.55,$111.83,53,"3,038"
"Dec 05, 2025",Boards - Exact,$54.32,$222.50,52,"1,987"
"Dec 05, 2025",Coffee - Exact,$30.56,$124.10,37,"1,056"
"Dec 05, 2025",Coffee - Broad,$38.19,$115.95,52,"1,758"
"Dec 05, 2025",Catalog - Auto,$109.74,$150.71,108,"5,644"
"Dec 06, 2025",Skillets - Exact,$92.17,$313.30,160,"6,849"
"Dec 06, 2025",Skillets - Broad,$54.27,$97.88,70,"3,292"
"Dec 06, 2025",Knives - Exact,$101.22,$373.81,121,"6,025"
"Dec 06, 2025",Knives - Broad,$52.64,$132.06,67,"1,910"
"Dec 06, 2025",Boards - Exact,$53.08,$184.45,62,"2,832"
"Dec 06, 2025",Coffee - Exact,$35.58,$159.59,38,"1,920"
"Dec 06, 2025",Coffee - Broad,$39.90,$82.52,61,"2,516"
"Dec 06, 2025",Catalog - Auto,$142.80,$199.57,162,"6,088"
"Dec 07, 2025",Skillets - Exact,$94.73,$523.71,129,"7,024"
"Dec 07, 2025",Skillets - Broad,$73.47,$169.99,118,"3,893"
"Dec 07, 2025",Knives - Exact,$83.87,$288.35,119,"4,966"
"Dec 07, 2025",Knives - Broad,$51.81,$95.72,82,"4,017"
"Dec 07, 2025",Boards - Exact,$43.37,$152.35,65,"3,341"
"Dec 07, 2025",Coffee - Exact,$46.93,$178.45,78,"4,554"
"Dec 07, 2025",Coffee - Broad,$43.69,$93.27,77,"2,843"
"Dec 07, 2025",Catalog - Auto,$132.44,$211.80,189,"9,980"
"Dec 08, 2025",Skillets - Exact,$123.29,$328.19,173,"6,161"
"Dec 08, 2025",Skillets - Broad,$83.43,$187.83,105,"3,762"
"Dec 08, 2025",Knives - Exact,$119.40,$339.59,142,"6,495"
"Dec 08, 2025",Knives - Broad,$47.03,$100.86,61,"2,417"
"Dec 08, 2025",Boards - Exact,$48.18,$246.90,54,"2,100"
"Dec 08, 2025",Coffee - Exact,$43.09,$213.87,70,"3,517"
"Dec 08, 2025",Coffee - Broad,$40.03,$49.83,56,"2,360"
"Dec 08, 2025",Catalog - Auto,$132.31,$252.04,162,"5,681"
"Dec 09, 2025",Skillets - Exact,$108.96,$401.26,110,"4,836"
"Dec 09, 2025",Skillets - Broad,$62.80,$159.69,60,"3,044"
"Dec 09, 2025",Knives - Exact,$70.01,$279.59,113,"5,632"
"Dec 09, 2025",Knives - Broad,$42.21,$53.66,52,"2,101"
"Dec 09, 2025",Boards - Exact,$57.46,$159.34,57,"2,962"
"Dec 09, 2025",Coffee - Exact,$57.25,$183.09,73,"2,954"
"Dec 09, 2025",Coffee - Broad,$42.61,$104.57,41,"1,770"
"Dec 09, 2025",Catalog - Auto,$130.27,$159.24,159,"8,098"
"Dec 10, 2025",Skillets - Exact,$102.31,$377.72,114,"6,065"
"Dec 10, 2025",Skillets - Broad,$74.91,$164.84,118,"4,678"
"Dec 10, 2025",Knives - Exact,$127.89,$392.23,195,"10,816"
"Dec 10, 2025",Knives - Broad,$54.33,$107.29,49,"2,205"
"Dec 10, 2025",Boards - Exact,$55.07,$163.26,56,"2,743"
"Dec 10, 2025",Coffee - Exact,$68.30,$148.71,71,"2,529"
"Dec 10, 2025",Coffee - Broad,$33.43,$66.78,49,"2,718"
"Dec 10, 2025",Catalog - Auto,$101.15,$145.74,107,"3,540"
"Dec 11, 2025",Skillets - Exact,$120.51,$340.20,176,"6,255"
"Dec 11, 2025",Skillets - Broad,$76.65,$204.17,105,"3,045"
"Dec 11, 2025",Knives - Exact,$82.07,$309.39,139,"5,302"
"Dec 11, 2025",Knives - Broad,$87.72,$113.62,112,"4,803"
"Dec 11, 2025",Boards - Exact,$37.94,$129.77,36,"2,057"
"Dec 11, 2025",Coffee - Exact,$41.81,$189.52,65,"2,459"
"Dec 11, 2025",Coffee - Broad,$35.73,$84.80,54,"3,101"
"Dec 11, 2025",Catalog - Auto,$220.20,$301.61,215,"10,862"
"Dec 12, 2025",Skillets - Exact,$93.98,$279.27,139,"4,641"
"Dec 12, 2025",Skillets - Broad,$94.08,$217.50,105,"3,673"
"Dec 12, 2025",Knives - Exact,$87.46,$339.85,136,"3,999"
"Dec 12, 2025",Knives - Broad,$67.71,$132.06,74,"3,734"
"Dec 12, 2025",Boards - Exact,$49.26,$227.89,58,"2,003"
"Dec 12, 2025",Coffee - Exact,$47.01,$148.83,66,"2,918"
"Dec 12, 2025",Coffee - Broad,$48.03,$131.73,60,"3,445"
"Dec 12, 2025",Catalog - Auto,$105.69,$190.28,117,"5,653"
"Dec 13, 2025",Skillets - Exact,$180.22,$715.20,247,"11,595"
"Dec 13, 2025",Skillets - Broad,$74.57,$162.40,73,"2,152"
"Dec 13, 2025",Knives - Exact,$105.80,$283.51,160,"9,066"
"Dec 13, 2025",Knives - Broad,$47.14,$112.64,48,"1,714"
"Dec 13, 2025",Boards - Exact,$49.21,$210.78,64,"2,295"
"Dec 13, 2025",Coffee - Exact,$45.73,$224.98,45,"1,489"
"Dec 13, 2025",Coffee - Broad,$57.92,$141.62,74,"3,395"
"Dec 13, 2025",Catalog - Auto,$216.07,$328.43,308,"14,038"
"Dec 14, 2025",Skillets - Exact,$132.93,$312.10,228,"7,614"
"Dec 14, 2025",Skillets - Broad,$89.96,$166.08,142,"8,165"
"Dec 14, 2025",Knives - Exact,$99.17,$524.39,132,"4,863"
"Dec 14, 2025",Knives - Broad,$65.92,$168.86,89,"3,781"
"Dec 14, 2025",Boards - Exact,$53.06,$123.30,78,"3,402"
"Dec 14, 2025",Coffee - Exact,$61.59,$132.44,65,"2,183"
"Dec 14, 2025",Coffee - Broad,$40.40,$103.06,69,"3,992"
"Dec 14, 2025",Catalog - Auto,$144.83,$234.17,185,"10,729"
"Dec 15, 2025",Skillets - Exact,$122.96,$462.81,127,"4,953"
"Dec 15, 2025",Skillets - Broad,$103.43,$111.18,120,"6,007"
"Dec 15, 2025",Knives - Exact,$107.84,$412.45,105,"4,833"
"Dec 15, 2025",Knives - Broad,$75.70,$159.52,85,"4,625"
"Dec 15, 2025",Boards - Exact,$42.71,$176.48,60,"2,659"
"Dec 15, 2025",Coffee - Exact,$57.12,$242.00,64,"3,335"
"Dec 15, 2025",Coffee - Broad,$42.31,$79.60,39,"1,843"
"Dec 15, 2025",Catalog - Auto,$157.41,$284.78,190,"9,106"
"Dec 16, 2025",Skillets - Exact,$128.08,$412.41,149,"6,807"
"Dec 16, 2025",Skillets - Broad,$92.80,$133.82,139,"7,969"
"Dec 16, 2025",Knives - Exact,$93.19,$355.82,144,"5,043"
"Dec 16, 2025",Knives - Broad,$54.30,$179.73,93,"2,723"
"Dec 16, 2025",Boards - Exact,$48.07,$154.77,53,"2,439"
"Dec 16, 2025",Coffee - Exact,$55.79,$252.90,76,"4,159"
"Dec 16, 2025",Coffee - Broad,$44.57,$53.57,42,"1,548"
"Dec 16, 2025",Catalog - Auto,$199.63,$183.52,246,"8,599"
"Dec 17, 2025",Skillets - Exact,$172.57,$523.82,236,"11,060"
"Dec 17, 2025",Skillets - Broad,$103.84,$171.83,94,"5,458"
"Dec 17, 2025",Knives - Exact,$110.91,$309.38,122,"6,280"
"Dec 17, 2025",Knives - Broad,$49.01,$157.82,79,"3,051"
"Dec 17, 2025",Boards - Exact,$48.34,$173.65,47,"1,386"
"Dec 17, 2025",Coffee - Exact,$67.66,$285.12,103,"2,898"
"Dec 17, 2025",Coffee - Broad,$49.25,$95.61,54,"2,177"
"Dec 17, 2025",Catalog - Auto,$177.77,$205.36,306,"17,050"
"Dec 18, 2025",Skillets - Exact,$135.80,$428.04,130,"6,022"
"Dec 18, 2025",Skillets - Broad,$109.94,$181.74,178,"8,828"
"Dec 18, 2025",Knives - Exact,$112.61,$570.43,141,"5,502"
"Dec 18, 2025",Knives - Broad,$74.21,$165.37,107,"3,585"
"Dec 18, 2025",Boards - Exact,$52.92,$148.01,82,"2,348"
"Dec 18, 2025",Coffee - Exact,$64.92,$255.33,110,"3,338"
"Dec 18, 2025",Coffee - Broad,$44.39,$69.40,41,"2,343"
"Dec 18, 2025",Catalog - Auto,$197.49,$205.57,261,"7,624"
"Dec 19, 2025",Skillets - Exact,$138.17,$584.97,227,"10,430"
"Dec 19, 2025",Skillets - Broad,$79.76,$142.52,97,"4,089"
"Dec 19, 2025",Knives - Exact,$113.50,$379.29,172,"6,114"
"Dec 19, 2025",Knives - Broad,$70.46,$138.02,91,"3,727"
"Dec 19, 2025",Boards - Exact,$58.76,$196.56,90,"2,830"
"Dec 19, 2025",Coffee - Exact,$76.84,$289.33,122,"4,561"
"Dec 19, 2025",Coffee - Broad,$58.35,$117.09,72,"3,521"
"Dec 19, 2025",Catalog - Auto,$182.72,$235.12,301,"16,344"
"Dec 20, 2025",Skillets - Exact,$189.23,$594.57,273,"14,668"
"Dec 20, 2025",Skillets - Broad,$98.20,$197.24,111,"4,610"
"Dec 20, 2025",Knives - Exact,$112.15,$409.03,123,"5,747"
"Dec 20, 2025",Knives - Broad,$83.90,$156.46,111,"3,285"
"Dec 20, 2025",Boards - Exact,$76.08,$158.99,72,"3,146"
"Dec 20, 2025",Coffee - Exact,$61.64,$211.58,61,"3,386"
"Dec 20, 2025",Coffee - Broad,$52.22,$106.36,60,"3,062"
"Dec 20, 2025",Catalog - Auto,$161.91,$211.68,150,"5,653"
"Dec 21, 2025",Skillets - Exact,$102.99,$380.31,156,"4,929"
"Dec 21, 2025",Skillets - Broad,$103.19,$166.20,143,"6,788"
"Dec 21, 2025",Knives - Exact,$99.49,$433.62,97,"4,790"
"Dec 21, 2025",Knives - Broad,$77.37,$140.84,70,"2,501"
"Dec 21, 2025",Boards - Exact,$61.78,$322.19,72,"3,429"
"Dec 21, 2025",Coffee - Exact,$63.96,$186.77,114,"5,498"
"Dec 21, 2025",Coffee - Broad,$92.74,$118.58,131,"5,451"
"Dec 21, 2025",Catalog - Auto,$193.31,$279.11,261,"10,616"
"Dec 22, 2025",Skillets - Exact,$168.29,$560.74,217,"8,355"
"Dec 22, 2025",Skillets - Broad,$120.47,$226.77,117,"3,430"
"Dec 22, 2025",Knives - Exact,$118.67,$408.87,134,"7,702"
"Dec 22, 2025",Knives - Broad,$64.66,$96.37,66,"3,416"
"Dec 22, 2025",Boards - Exact,$54.34,$171.33,72,"3,803"
"Dec 22, 2025",Coffee - Exact,$83.87,$226.84,83,"3,060"
"Dec 22, 2025",Coffee - Broad,$48.42,$84.56,47,"2,192"
"Dec 22, 2025",Catalog - Auto,$219.38,$361.20,231,"12,003"
"Dec 23, 2025",Skillets - Exact,$167.34,$649.40,159,"8,284"
"Dec 23, 2025",Skillets - Broad,$98.39,$213.48,93,"5,367"
"Dec 23, 2025",Knives - Exact,$94.27,$297.67,125,"6,776"
"Dec 23, 2025",Knives - Broad,$77.94,$128.13,124,"7,044"
"Dec 23, 2025",Boards - Exact,$63.93,$249.07,81,"4,300"
"Dec 23, 2025",Coffee - Exact,$86.48,$329.04,137,"8,207"
"Dec 23, 2025",Coffee - Broad,$53.66,$135.02,59,"2,939"
"Dec 23, 2025",Catalog - Auto,$196.54,$376.69,293,"15,977"
"Dec 24, 2025",Skillets - Exact,$182.07,$415.60,185,"6,299"
"Dec 24, 2025",Skillets - Broad,$80.19,$182.83,134,"4,570"
"Dec 24, 2025",Knives - Exact,$139.05,$479.65,161,"6,505"
"Dec 24, 2025",Knives - Broad,$62.88,$87.65,79,"3,253"
"Dec 24, 2025",Boards - Exact,$78.40,$299.26,84,"2,462"
"Dec 24, 2025",Coffee - Exact,$67.12,$148.54,88,"2,877"
"Dec 24, 2025",Coffee - Broad,$52.38,$162.88,70,"2,326"
"Dec 24, 2025",Catalog - Auto,$169.50,$306.65,243,"12,828"
"Dec 25, 2025",Skillets - Exact,$134.86,$384.32,141,"6,062"
"Dec 25, 2025",Skillets - Broad,$115.57,$178.59,183,"7,194"
"Dec 25, 2025",Knives - Exact,$130.98,$567.17,133,"3,750"
"Dec 25, 2025",Knives - Broad,$93.25,$189.77,86,"4,657"
"Dec 25, 2025",Boards - Exact,$80.96,$310.93,108,"4,555"
"Dec 25, 2025",Coffee - Exact,$78.33,$229.14,82,"2,537"
"Dec 25, 2025",Coffee - Broad,$48.05,$79.64,44,"1,451"
"Dec 25, 2025",Catalog - Auto,$204.08,$356.70,204,"10,535"
"Dec 26, 2025",Skillets - Exact,$113.93,$433.15,113,"4,437"
"Dec 26, 2025",Skillets - Broad,$95.06,$160.21,171,"7,931"
"Dec 26, 2025",Knives - Exact,$186.72,$428.27,175,"7,870"
"Dec 26, 2025",Knives - Broad,$90.24,$186.02,137,"4,115"
"Dec 26, 2025",Boards - Exact,$83.39,$192.96,137,"7,080"
"Dec 26, 2025",Coffee - Exact,$81.65,$322.91,82,"2,667"
"Dec 26, 2025",Coffee - Broad,$59.14,$72.94,65,"1,951"
"Dec 26, 2025",Catalog - Auto,$167.11,$341.22,180,"5,779"
"Dec 27, 2025",Skillets - Exact,$146.67,$511.36,169,"10,134"
"Dec 27, 2025",Skillets - Broad,$103.85,$203.40,139,"5,521"
"Dec 27, 2025",Knives - Exact,$129.25,$371.06,124,"4,040"
"Dec 27, 2025",Knives - Broad,$86.83,$254.02,120,"5,907"
"Dec 27, 2025",Boards - Exact,$98.56,$239.45,96,"3,458"
"Dec 27, 2025",Coffee - Exact,$107.01,$351.16,190,"6,870"
"Dec 27, 2025",Coffee - Broad,$52.05,$106.82,85,"4,083"
"Dec 27, 2025",Catalog - Auto,$196.71,$260.60,200,"9,386"
"Dec 28, 2025",Skillets - Exact,$144.58,$409.91,179,"6,886"
"Dec 28, 2025",Skillets - Broad,$132.86,$180.11,205,"7,004"
"Dec 28, 2025",Knives - Exact,$124.97,$568.43,157,"5,650"
"Dec 28, 2025",Knives - Broad,$75.81,$127.46,107,"6,130"
"Dec 28, 2025",Boards - Exact,$74.77,$294.93,101,"5,548"
"Dec 28, 2025",Coffee - Exact,$73.71,$277.55,72,"3,749"
"Dec 28, 2025",Coffee - Broad,$61.02,$149.51,81,"2,271"
"Dec 28, 2025",Catalog - Auto,$172.00,$283.19,195,"9,203"
"Dec 29, 2025",Skillets - Exact,$148.30,$591.57,136,"6,514"
"Dec 29, 2025",Skillets - Broad,$120.89,$276.25,170,"5,110"
"Dec 29, 2025",Knives - Exact,$155.64,$351.47,170,"9,542"
"Dec 29, 2025",Knives - Broad,$96.91,$155.15,105,"3,442"
"Dec 29, 2025",Boards - Exact,$82.97,$401.75,136,"4,568"
"Dec 29, 2025",Coffee - Exact,$64.22,$271.45,70,"2,310"
"Dec 29, 2025",Coffee - Broad,$52.68,$104.08,83,"2,374"
"Dec 29, 2025",Catalog - Auto,$209.23,$213.54,286,"9,181"
"Dec 30, 2025",Skillets - Exact,$201.11,$498.66,197,"10,257"
"Dec 30, 2025",Skillets - Broad,$136.60,$250.03,187,"9,526"
"Dec 30, 2025",Knives - Exact,$180.08,$399.38,208,"7,785"
"Dec 30, 2025",Knives - Broad,$60.95,$176.83,77,"4,105"
"Dec 30, 2025",Boards - Exact,$76.47,$222.87,88,"4,248"
"Dec 30, 2025",Coffee - Exact,$65.47,$244.33,75,"3,240"
"Dec 30, 2025",Coffee - Broad,$62.57,$144.33,59,"3,371"
"Dec 30, 2025",Catalog - Auto,$227.89,$277.10,391,"18,430"
"Dec 31, 2025",Skillets - Exact,$138.76,$532.37,240,"12,180"
"Dec 31, 2025",Skillets - Broad,$121.66,$199.77,135,"4,760"
"Dec 31, 2025",Knives - Exact,$151.27,$535.62,171,"5,164"
"Dec 31, 2025",Knives - Broad,$71.05,$125.33,78,"3,718"
"Dec 31, 2025",Boards - Exact,$66.41,$187.68,69,"3,629"
"Dec 31, 2025",Coffee - Exact,$69.80,$260.11,89,"3,004"
"Dec 31, 2025",Coffee - Broad,$53.38,$65.40,87,"4,298"
"Dec 31, 2025",Catalog - Auto,$211.38,$233.87,366,"16,838"
"Jan 01, 2026",Skillets - Exact,$100.99,$417.47,102,"4,082"
"Jan 01, 2026",Skillets - Broad,$49.20,$111.80,62,"2,099"
"Jan 01, 2026",Knives - Exact,$79.84,$413.94,91,"3,597"
"Jan 01, 2026",Knives - Broad,$57.73,$148.70,54,"2,893"
"Jan 01, 2026",Boards - Exact,$40.33,$113.88,51,"1,453"
"Jan 01, 2026",Coffee - Exact,$44.95,$172.47,67,"3,368"
"Jan 01, 2026",Coffee - Broad,$34.85,$84.98,38,"2,076"
"Jan 01, 2026",Catalog - Auto,$106.93,$116.05,142,"6,471"
"Jan 02, 2026",Skillets - Exact,$99.47,$408.63,155,"7,207"
"Jan 02, 2026",Skillets - Broad,$63.65,$217.06,61,"2,436"
"Jan 02, 2026",Knives - Exact,$83.02,$248.44,106,"3,020"
"Jan 02, 2026",Knives - Broad,$56.06,$110.35,57,"3,223"
"Jan 02, 2026",Boards - Exact,$43.04,$180.24,51,"2,824"
"Jan 02, 2026",Coffee - Exact,$62.23,$367.88,59,"3,265"
"Jan 02, 2026",Coffee - Broad,$30.31,$84.04,50,"1,501"
"Jan 02, 2026",Catalog - Auto,$121.82,$213.62,156,"8,880"
"Jan 03, 2026",Skillets - Exact,$72.53,$354.96,81,"4,270"
"Jan 03, 2026",Skillets - Broad,$68.55,$141.78,73,"2,287"
"Jan 03, 2026",Knives - Exact,$82.89,$344.91,75,"2,336"
"Jan 03, 2026",Knives - Broad,$45.40,$115.23,77,"2,325"
"Jan 03, 2026",Boards - Exact,$39.39,$123.02,38,"1,855"
"Jan 03, 2026",Coffee - Exact,$54.39,$213.38,76,"2,798"
"Jan 03, 2026",Coffee - Broad,$33.33,$68.07,31,"1,023"
"Jan 03, 2026",Catalog - Auto,$167.10,$334.38,182,"10,419"
"Jan 04, 2026",Skillets - Exact,$93.39,$274.41,103,"5,480"
"Jan 04, 2026",Skillets - Broad,$65.56,$169.76,111,"3,759"
"Jan 04, 2026",Knives - Exact,$67.49,$375.08,62,"1,809"
"Jan 04, 2026",Knives - Broad,$48.56,$113.44,50,"1,537"
"Jan 04, 2026",Boards - Exact,$63.48,$214.50,77,"2,747"
"Jan 04, 2026",Coffee - Exact,$41.59,$217.14,39,"2,021"
"Jan 04, 2026",Coffee - Broad,$40.56,$60.89,52,"2,052"
"Jan 04, 2026",Catalog - Auto,$84.97,$228.60,88,"4,721"
"Jan 05, 2026",Skillets - Exact,$93.32,$215.85,111,"3,902"
"Jan 05, 2026",Skillets - Broad,$66.16,$175.11,77,"3,940"
"Jan 05, 2026",Knives - Exact,$85.15,$462.65,77,"3,302"
"Jan 05, 2026",Knives - Broad,$37.12,$81.55,38,"2,133"
"Jan 05, 2026",Boards - Exact,$42.53,$117.16,52,"2,820"
"Jan 05, 2026",Coffee - Exact,$40.50,$156.93,66,"3,478"
"Jan 05, 2026",Coffee - Broad,$33.57,$83.07,32,"1,571"
"Jan 05, 2026",Catalog - Auto,$114.30,$209.46,129,"6,750"
"Jan 06, 2026",Skillets - Exact,$97.27,$356.50,102,"5,158"
"Jan 06, 2026",Skillets - Broad,$55.12,$149.67,57,"2,533"
"Jan 06, 2026",Knives - Exact,$69.65,$248.57,73,"3,267"
"Jan 06, 2026",Knives - Broad,$49.97,$142.38,75,"2,942"
"Jan 06, 2026",Boards - Exact,$36.37,$120.15,35,"1,787"
"Jan 06, 2026",Coffee - Exact,$57.89,$275.04,90,"4,498"
"Jan 06, 2026",Coffee - Broad,$45.65,$89.64,46,"2,276"
"Jan 06, 2026",Catalog - Auto,$132.66,$350.08,145,"6,610"
"Jan 07, 2026",Skillets - Exact,$80.71,$220.36,97,"4,185"
"Jan 07, 2026",Skillets - Broad,$66.54,$155.21,90,"3,300"
"Jan 07, 2026",Knives - Exact,$86.97,$350.70,83,"4,824"
"Jan 07, 2026",Knives - Broad,$54.95,$62.90,55,"3,291"
"Jan 07, 2026",Boards - Exact,$29.12,$120.33,42,"1,234"
"Jan 07, 2026",Coffee - Exact,$51.93,$211.00,62,"2,836"
"Jan 07, 2026",Coffee - Broad,$32.42,$157.67,57,"2,774"
"Jan 07, 2026",Catalog - Auto,$84.95,$145.18,115,"6,261"
"Jan 08, 2026",Skillets - Exact,$59.82,$276.73,91,"4,403"
"Jan 08, 2026",Skillets - Broad,$55.06,$91.28,86,"2,864"
"Jan 08, 2026",Knives - Exact,$51.49,$295.82,79,"4,013"
"Jan 08, 2026",Knives - Broad,$51.12,$138.32,75,"3,984"
"Jan 08, 2026",Boards - Exact,$26.96,$86.95,47,"1,708"
"Jan 08, 2026",Coffee - Exact,$45.24,$187.52,75,"4,420"
"Jan 08, 2026",Coffee - Broad,$27.04,$73.78,26,751
"Jan 08, 2026",Catalog - Auto,$119.89,$95.70,118,"5,302"
"Jan 09, 2026",Skillets - Exact,$77.45,$492.76,137,"4,443"
"Jan 09, 2026",Skillets - Broad,$52.36,$191.55,50,"2,417"
"Jan 09, 2026",Knives - Exact,$86.12,$360.62,138,"8,109"
"Jan 09, 2026",Knives - Broad,$71.03,$157.51,101,"3,682"
"Jan 09, 2026",Boards - Exact,$46.27,$148.22,47,"2,623"
"Jan 09, 2026",Coffee - Exact,$33.32,$128.87,60,"3,114"
"Jan 09, 2026",Coffee - Broad,$34.06,$66.08,52,"2,819"
"Jan 09, 2026",Catalog - Auto,$135.43,$219.85,235,"14,043"
"Jan 10, 2026",Skillets - Exact,$70.35,$331.17,102,"3,729"
"Jan 10, 2026",Skillets - Broad,$57.88,$119.48,75,"3,673"
"Jan 10, 2026",Knives - Exact,$52.65,$272.64,60,"1,964"
"Jan 10, 2026",Knives - Broad,$41.01,$84.56,58,"1,730"
"Jan 10, 2026",Boards - Exact,$29.73,$194.90,32,"1,251"
"Jan 10, 2026",Coffee - Exact,$47.17,$212.27,82,"3,425"
"Jan 10, 2026",Coffee - Broad,$28.75,$80.07,48,"2,370"
"Jan 10, 2026",Catalog - Auto,$84.93,$168.95,133,"5,842"
"Jan 11, 2026",Skillets - Exact,$89.81,$437.12,131,"6,908"
"Jan 11, 2026",Skillets - Broad,$49.33,$100.54,49,"1,977"
"Jan 11, 2026",Knives - Exact,$56.97,$236.14,51,"3,009"
"Jan 11, 2026",Knives - Broad,$37.23,$97.66,50,"1,656"
"Jan 11, 2026",Boards - Exact,$33.04,$136.90,39,"2,125"
"Jan 11, 2026",Coffee - Exact,$44.73,$214.22,59,"1,733"
"Jan 11, 2026",Coffee - Broad,$29.21,$91.68,35,"1,101"
"Jan 11, 2026",Catalog - Auto,$80.91,$131.93,77,"3,565"
"Jan 12, 2026",Skillets - Exact,$79.47,$420.79,79,"4,389"
"Jan 12, 2026",Skillets - Broad,$65.72,$122.04,106,"4,899"
"Jan 12, 2026",Knives - Exact,$69.99,$243.93,84,"4,114"
"Jan 12, 2026",Knives - Broad,$52.83,$135.30,51,"2,668"
"Jan 12, 2026",Boards - Exact,$52.54,$190.26,58,"1,848"
"Jan 12, 2026",Coffee - Exact,$46.60,$159.22,46,"2,383"
"Jan 12, 2026",Coffee - Broad,$35.25,$105.84,33,"1,064"
"Jan 12, 2026",Catalog - Auto,$101.23,$216.68,98,"3,220"
"Jan 13, 2026",Skillets - Exact,$110.70,$490.23,171,"6,805"
"Jan 13, 2026",Skillets - Broad,$69.93,$247.32,63,"3,531"
"Jan 13, 2026",Knives - Exact,$60.02,$287.70,89,"3,705"
"Jan 13, 2026",Knives - Broad,$43.93,$110.28,44,"2,635"
"Jan 13, 2026",Boards - Exact,$29.77,$124.14,38,"1,181"
"Jan 13, 2026",Coffee - Exact,$35.54,$152.07,45,"2,045"
"Jan 13, 2026",Coffee - Broad,$35.59,$118.65,62,"1,812"
"Jan 13, 2026",Catalog - Auto,$96.80,$199.27,97,"5,469"
"Jan 14, 2026",Skillets - Exact,$77.30,$355.76,121,"4,942"
"Jan 14, 2026",Skillets - Broad,$67.99,$284.26,83,"2,925"
"Jan 14, 2026",Knives - Exact,$51.05,$224.12,48,"1,421"
"Jan 14, 2026",Knives - Broad,$40.58,$116.62,40,"1,790"
"Jan 14, 2026",Boards - Exact,$31.85,$94.67,54,"2,991"
"Jan 14, 2026",Coffee - Exact,$41.38,$174.36,47,"1,441"
"Jan 14, 2026",Coffee - Broad,$20.71,$68.65,25,893
"Jan 14, 2026",Catalog - Auto,$69.66,$174.17,118,"3,744"
"Jan 15, 2026",Skillets - Exact,$130.54,$270.32,120,"4,798"
"Jan 15, 2026",Skillets - Broad,$43.49,$130.37,48,"1,558"
"Jan 15, 2026",Knives - Exact,$50.02,$268.79,49,"2,682"
"Jan 15, 2026",Knives - Broad,$35.52,$70.20,32,"1,028"
"Jan 15, 2026",Boards - Exact,$43.79,$213.80,73,"2,938"
"Jan 15, 2026",Coffee - Exact,$35.82,$211.32,46,"2,411"
"Jan 15, 2026",Coffee - Broad,$25.35,$66.52,24,672
"Jan 15, 2026",Catalog - Auto,$87.53,$147.22,94,"3,660"
"Jan 16, 2026",Skillets - Exact,$62.22,$391.47,90,"2,536"
"Jan 16, 2026",Skillets - Broad,$53.60,$78.32,75,"3,639"
"Jan 16, 2026",Knives - Exact,$52.53,$242.83,71,"2,549"
"Jan 16, 2026",Knives - Broad,$43.87,$114.93,67,"2,830"
"Jan 16, 2026",Boards - Exact,$23.17,$115.70,38,"1,842"
"Jan 16, 2026",Coffee - Exact,$26.55,$131.84,27,"1,038"
"Jan 16, 2026",Coffee - Broad,$28.49,$37.49,28,"1,430"
"Jan 16, 2026",Catalog - Auto,$70.72,$140.11,90,"2,799"
"Jan 17, 2026",Skillets - Exact,$78.62,$385.00,142,"8,209"
"Jan 17, 2026",Skillets - Broad,$38.50,$137.92,52,"2,405"
"Jan 17, 2026",Knives - Exact,$54.07,$232.63,61,"2,606"
"Jan 17, 2026",Knives - Broad,$28.58,$95.59,26,"1,081"
"Jan 17, 2026",Boards - Exact,$29.83,$111.81,38,"2,269"
"Jan 17, 2026",Coffee - Exact,$35.25,$213.59,46,"1,922"
"Jan 17, 2026",Coffee - Broad,$23.53,$55.83,23,"1,130"
"Jan 17, 2026",Catalog - Auto,$76.81,$181.59,81,"2,949"
"Jan 18, 2026",Skillets - Exact,$52.92,$189.45,52,"1,682"
